id,example_order,example_nl
core_000422,1,Waarschijnlijk is het werk volgende week klaar.
core_000423,1,Zij scoorde vorige week zeven keer voor de provinciate ploeg.
core_000424,1,Er worden geen knopen doorgehakt waardoor zaken blijven liggen.
core_000425,1,In de weilanden klonk het loeien van vee.
core_000426,1,Vandaag is het zwaar bewolkt en er zijn perioden met motregen.
core_000427,1,Ik merkte dat ik het leuk vond om mee te doen.
core_000428,1,De helft van uw loon gaat naar belastingen.
core_000429,1,Maar de rechten van het kind gaan gepaard met de rechten van het individu.
core_000430,1,De tentoonstelling werd speels opgezet om het ook voor kinderen leuk te maken.
core_000431,1,Het gebruik van biobrandstof voor auto’s wordt gestimuleerd.
core_000432,1,Het boek heeft een slot dat de lezer een gevoel van opluchting geeft.
core_000433,1,Er stond een stenen beeld in de tuin.
core_000434,1,Ze bouwen een huis op de grand van zijn vader.
core_000435,1,Op een normale dag gebeurt zoiets niet.
core_000436,1,Binnenkort kunnen er woningen worden gebouwd.
core_000437,1,Het koppel kreeg een zoon en twee dochters.
core_000438,1,Wij gingen weg en trokken de deur van het huis achter ons dicht.
core_000439,1,Het knipperlicht vervangt het rode licht op de toren.
core_000440,1,De brand is vermoedelijk ontstaan door kortsluiting.
core_000441,1,Het gaat om meisjes van 7 en 8 en een jongetje van nog geen jaar oud.
core_000442,1,Deze sector kende vorig jaar een enorme groei.
core_000443,1,Het was al diep in de nacht toen hij eindelijk thuiskwam.
core_000444,1,"Het bedrijf presteerde aardig in ons land, hoewel de omzet op hetzelfde niveau bleef."
core_000445,1,Graag zien we uw sollicitatiebrief en cv in het Nederlands tegemoet.
core_000446,1,Zij verdeelde de appel in twee gelijke helften.
core_000447,1,Na een week was iedereen vergeten wat er gebeurd was.
core_000448,1,Ze sloegen linksaf en bereikten drie kilometer verderop de top van een andere heuvel.
core_000449,1,Achter dit algemene beeld gaan toch enkele verschillen schuil.
core_000450,1,Zij passen uitstekend bij elkaar en vullen elkaar op belangrijke punten aan.
core_000451,1,Hij richt zich vanaf nu op zijn carrière.
core_000452,1,Er zijn enkele kleine verschillen tussen de merken.
core_000453,1,Zij presenteerde programma’s op radio en televisie.
core_000453,2,De Zwitser neemt de Tour in zijn programma op.
core_000454,1,Hij gedroeg zich aardig en hij lachte vriendelijk.
core_000455,1,Ik heb nog nooit gehoord dat een kind groeit van suiker.
core_000456,1,Denk je met dit idee geld te kunnen verdienen?
core_000457,1,Ze verscheen sinds 1988 niet meer in het openbaar.
core_000458,1,Ik schrijf tegenwoordig berichten voor een krant alsook voor enige tijdschriften.
core_000459,1,De kinderen eten braaf hun groente en fruit.
core_000460,1,Mijn moeder woonde ook in deze straat op nummer 10.
core_000461,1,Het belang van het team gaat boven het belang van het individu.
core_000462,1,Welke film hebben jullie gisteren bekeken?
core_000463,1,Hij zit in een moeilijke situatie en is daardoor verdrietig.
core_000464,1,Alle wagens rijden met een gemiddelde snelheid van 30 kilometer per uur.
core_000465,1,Zij sparen voor de toekomst.
core_000466,1,Ze had een zwart lint om haar haar gebonden.
core_000467,1,Hoe verklaar je het dat hij wel op tijd thuis was en jij niet?
core_000468,1,Minder dan drie op de honderd kiezers zijn nog lid van een politieke partij.
core_000469,1,Op bepaalde momenten weet je gewoon niet meer waar je bent.
core_000470,1,De bedoeling was om zo wat meer aandacht te vestigen op de taalkunde.
core_000471,1,De dief had een apparaatje bij zich waarmee hij het winkelalarm kon uitschakelen.
core_000472,1,De boiler raakte oververhit en daardoor ontstond brand in de keuken.
core_000473,1,Zij moet speciaal voedsel eten in verband met haar allergie.
core_000474,1,Uiteindelijk beslist de top van elke partij wie waar op de lijst komt te staan.
core_000475,1,De smaak van bier wordt bepaald door het gebruikte water.
core_000476,1,Bij de deur kijkt hij nog een keer om naar zijn vrouw en dochter.
core_000477,1,In ons huis worden nieuwe ramen geplaatst.
core_000478,1,Ik hoor mijn eigen stem op het antwoordapparaat.
core_000478,2,De huidige president kreeg de meeste stemmen en werd dus herkozen.
core_000479,1,Bastide is een Franse benaming voor een nieuw aangelegde en versterkte nederzetting.
core_000480,1,Deze strepen dienen als camouflage in de bossen.
core_000481,1,Het systeem biedt vooral een goede dekking in stedelijke gebieden.
core_000482,1,Je probeert deze discussie in een andere richting te duwen.
core_000483,1,Maar liefst zeven uur moesten we wachten om te kunnen vertrekken.
core_000484,1,Hij opende de deur en sloot die geluidloos achter zich.
core_000485,1,De luisteraars bedenken drie trefwoorden die in het gedicht moeten voorkomen.
core_000485,2,We moeten voorkomen dat hij zich buitengesloten voelt.
core_000486,1,De dood komt altijd onverwacht.
core_000487,1,Het team zelf miste creativiteit om het spel open te breken.
core_000488,1,"Vandaag is het niet gelukt, maar morgen gaan we het opnieuw proberen."
core_000489,1,De informatie op het bord geeft op deze vragen antwoord.
core_000490,1,"Het bedrijf bestaat al sinds 1984, maar heette destijds anders."
core_000491,1,De drummer verliet de band om persoonlijke redenen.
core_000492,1,In het voorbeeld ziet u een zak met tien knikkers.
core_000493,1,"Wij eten altijd aan tafel, doordeweeks en in het weekend."
core_000494,1,Als hij slaagt in zijn opdracht krijgt hij 300 miljoen dollar
core_000495,1,Het doel van spyware is meestal om geld te verdienen.
core_000496,1,Die maatregel geldt voor 21 dagen.
core_000497,1,Ze stapte in de richting van het centrum.
core_000498,1,Er scheen licht door het raam.
core_000499,1,"Toen hij klaar was, nam een andere jongen zijn plaats in."
core_000500,1,"De Nederlandse koren die Russische muziek, zang of dans brengen, zijn razend populair."
core_000501,1,Het tweede doelpunt bleef ondanks een handvol kansen uit.
core_000502,1,Ik zou liever zelf met hem meegaan.
core_000503,1,Het is twintig minuten fietsen naar jouw huis.
core_000504,1,Er wonen veel jonge mensen in onze buurt.
core_000505,1,Het slachtoffer kreeg als compensatie een mooie bos bloemen.
core_000506,1,Zij kreeg leuke reacties op haarartikel.
core_000507,1,Hij gaat bekijken of ze morgen mee naar de film kunnen.
core_000508,1,Wie zijn fiets herkent kan contact opnemen met de politie.
core_000509,1,Hij zette de televisie aan om naar het nieuws te kijken.
core_000510,1,Ze stonden tegenover elkaar te schreeuwen.
core_000511,1,De nieuwe weg stond nog niet op de kaart.
core_000512,1,Het is een voorlopige oplossing waar ze later nog naar gaan kijken.
core_000513,1,De avond valt en de zon gaat in voile pracht onder
core_000514,1,Haar voeten waren opgezwollen door de lange wandeling.
core_000515,1,Hij vroeg de rekening van het drankje.
core_000516,1,De stengels van deze plant breken gemakkelijk.
core_000517,1,In de vorige eeuw was het leven toch wat rustiger.
core_000518,1,Het betreft een vrouw die haar sleutel vergeten is.
core_000518,2,Mijn moeder is niet gemakkelijk wat betreft uitgaan.
core_000519,1,Met een punt van zijn overhemd droogde hij zijn zwetende kop.
core_000519,2,Om mijzelf te kalmeren zette ik thuis een kop koffie.
core_000520,1,Er was niemand thuis zodat ze voor een dichte deur stonden.
core_000521,1,De gids zocht met de lantaarn de directe omgeving af.
core_000521,2,Hij wilde direct met zijn nieuwe auto rijden.
core_000522,1,Langs het hotel liep een drukke verkeersweg.
core_000523,1,Dit bedrijf meldde maandag dat de winst daalt.
core_000524,1,Het was koud maar dankzij zijn jas had hij daarvan weinig last.
core_000525,1,Inmiddels is zij twintig jaar oud en nog steeds aan het zwemmen.
core_000526,1,Wij wilden winnen en dat lukte ook.
core_000527,1,Er is een groot verschil tussen het boek en de film.
core_000528,1,De financiële mogelijkheden van de club waren gering.
core_000529,1,Hij ging naar de markt en kocht daar groente en fruit.
core_000530,1,Met zijn duidelijke taal dicht hij de kloof tussen het publiek en de politiek.
core_000531,1,De informatie op deze site is voor iedereen toegankelijk.
core_000531,2,Voor mij is het de enige site die goede info geeft.
core_000532,1,Ik was verdwaald en wist niet meer thuis te geraken.
core_000533,1,Ze liep alsof ze wist dat ik achter haar liep.
core_000534,1,De oorzaak is overigens nooit aan het licht gekomen.
core_000535,1,Ik houd wel van die Duitse degelijkheid.
core_000536,1,De keuze voor een nieuwe partner kwam als een verrassing.
core_000537,1,De supporters rekenden op een grote overwinning.
core_000538,1,"‘Oh, wat een schatje,’ zei de nieuwe tante."
core_000539,1,Het blije kind huppelde weg.
core_000540,1,De afgelopen jaren hebben we nauwelijks nog wat van je gehoord.
core_000541,1,In de studio namen ze hun nieuwe cd op.
core_000542,1,De molen staat op de lijst van de beschermde monumenten.
core_000543,1,In de vijver zwommen twee witte zwanen.
core_000544,1,De officiële opening is op zaterdag 16 September.
core_000545,1,Op sommige plaatsen ontstonden door de overstroming diepe putten.
core_000546,1,De toren heeft een hoogte van dertig meter.
core_000547,1,Wim hield zijn handen voor zijn gezicht.
core_000548,1,De temperatuur steeg tot zesentwintig graden.
core_000549,1,Het gesprek ging over de vakantie.
core_000550,1,Een gevoel van rust komt over haar.
core_000551,1,Zij klopte zachtjes op de deur.
core_000552,1,Hij liep stap voor stap naar de keuken.
core_000553,1,Blijkbaar hebben jullie mijn redenering toch niet helemaal begrepen.
core_000554,1,De journalisten wordt verzocht de zaal te verlaten.
core_000555,1,Als ploeg hebben we er een leerrijke ervaring aan overgehouden.
core_000556,1,Een dode bultrugwalvis is aangespoeld op het strand van de Maasvlakte.
core_000557,1,De geschiedenis van deze stad is interessant.
core_000558,1,"Je moet hard werken, het gaat namelijk niet allemaal vanzelf."
core_000559,1,Hij heeft een duur boek gekocht.
core_000560,1,Je zal me dus niet gauw ergens zien binnenstappen.
core_000561,1,Camerabeelden bewijzen dat zij wel in de bar geweest is.
core_000562,1,We verzamelden bij de kerk en gingen vervolgens naar de tentoonstelling.
core_000563,1,Ze zochten een plek om wat te drinken.
core_000564,1,We wandelden naar het centrum van de stad.
core_000565,1,De baby is in april geboren.
core_000566,1,Nu zie je nog steeds eiken met groen blad.
core_000567,1,De Romeinen hebben een oorlog uitgevochten met Carthago.
core_000568,1,Hij combineerde een zware job met de lokale politiek.
core_000569,1,De barman was ondertussen aan ons tafeltje komen staan.
core_000570,1,Ze hebben behoefte aan een eigen ruimte om te kunnen musiceren.
core_000571,1,Hij durfde niet te verte lien dat hij een slecht rapport had.
core_000572,1,Het nieuws over de brand verspreidde zich snel.
core_000573,1,Met mijn moeder heb ik een prima band.
core_000574,1,Mijn tante is vorige week in haar slaap overleden.
core_000575,1,De directeur gaf alle medewerkers de rest van de dag vrij.
core_000576,1,Hij schoot de bal in het doel.
core_000577,1,Na een schitterende winter volgde een dito zomer.
core_000578,1,Hij heeft veel kracht in zijn armen voor zo’n kleine jongen.
core_000579,1,De grootste tegenstand komt wellicht uit de buurt.
core_000580,1,Wij genoten van de prachtige natuur.
core_000581,1,Het is de bedoeling dat iedereen iets lekkers meeneemt.
core_000582,1,Ik stel voor dat we nu teruggaan.
core_000582,2,Je kan je niet voorstellen hoe blij ik ben dat je weer terug bent.
core_000583,1,Een hart met een naam erop en een pijl erdoor.
core_000584,1,Op achtjarige leeftijd speelde hij al prachtig viool.
core_000585,1,De startende ondernemer ontvangt drie jaar lang financiële ondersteuning.
core_000586,1,Het is onaardig om met je rug naar iemand toe te gaan zitten.
core_000587,1,"Iedereen was blij, behalve Johan, want die bleef met de rommel zitten."
core_000588,1,De banken verhogen de rentetarieven.
core_000588,2,Ik zat op de bank met een mooi boek.
core_000589,1,Twintig juni is de absolute deadline.
core_000589,2,Ik was het absoluut niet met haar eens.
core_000590,1,Gisteren was ik op bezoek bij een vriend die nogal slecht ter been is.
core_000591,1,Hij maakte een lekkere maaltijd klaar.
core_000592,1,De schepen zijn ongeveer negen weken op zee.
core_000593,1,Zijn hart klopte zo hard dat hij het voelde.
core_000594,1,Er wordt gebeld.
core_000595,1,"Het lijkt een vreemd verhaal, maar het is echt waar."
core_000596,1,"Het is een vreemde jongen, maar hij is wel aardig."
core_000597,1,De waarde van het huis is flink gestegen.
core_000598,1,Alle gewonden werden overgebracht naar ziekenhuizen.
core_000599,1,Tegen mijn zin werd ik betrokken in het gesprek.
core_000600,1,Er bestaat eigenlijk geen echte oplossing voor deze klacht.
core_000601,1,Heb je nu alweer het verkeerde huiswerk gemaakt?
core_000602,1,Dat zijn vrouw overleed was voor hem een zware slag.
core_000603,1,Ze stuurde een bericht toen ze geslaagd was voor haar diploma.
core_000604,1,Ik heb nooit eerder van dergelijke zaken gehoord.
core_000605,1,Een vergunning kost jaarlijks tot duizend euro.
core_000606,1,"Overdag het werk, na afloop met collega’s napraten in het café, dan terug naar huis."
core_000607,1,Er is door de verbouwing veel minder verknoeid dan ik vreesde.
core_000608,1,Piet probeerde me te overtuigen om ook een gokje te wagen.
core_000609,1,Met moeite kon hij de letters nog ontcijferen.
core_000610,1,"Als je bent afgestudeerd, moet je op zoek naar een baan."
core_000611,1,Het was alsof een zware last van mijn schouders viel.
core_000612,1,"Het is een stille, rustige jongen."
core_000613,1,Je hebt blijkbaar de tekst niet gelezen.
core_000614,1,Morgen komen mijn leukste oom en tante op bezoek.
core_000615,1,Er was nog hoop op een goede afloop.
core_000615,2,Er lag een hoop stenen naast de weg.
core_000616,1,Ze besluiten in een hotel een kamer te nemen voor de nacht.
core_000617,1,De bal trof doel en het was 1–0.
core_000618,1,Uiteraard hebben we in sportief opzicht veel aan hem te danken.
core_000619,1,"Zijn werken getuigen van een gevoel voor orde, ritme en regelmaat."
core_000620,1,Op de vloer liep een zwarte lijn waarachter je moest blijven wachten.
core_000621,1,Alle aanwezige klanten schoten in de lach.
core_000622,1,In de gangen van het schoolgebouw hangen de jassen van de kinderen.
core_000623,1,De nieuwe regeling voorziet in subsidie voor de laagste inkomens.
core_000624,1,In de loop van de dag krijgen we perioden met zon en het blijft vrijwel overal droog.
core_000625,1,De auto keerde aan het einde van de straat.
core_000626,1,Bij ons ligt de hond vaak onder de bank of onder de tafel.
core_000627,1,Ze voerden actie voor meer werk en meer middelen voor de sociale zekerheid.
core_000628,1,"Het gezin bestond uit vader, moeder en drie kinderen."
core_000629,1,Ze zat in een lichte kamer met uitzicht op de tuin.
core_000630,1,Zijn schoenen zakten weg in de dikke laag modder.
core_000631,1,Het dagelijks leven gaat gewoon door.
core_000631,2,Het gebeurt dagelijks dat hij te laat komt.
core_000632,1,Ik deel haar mening over het drinken van alcohol niet.
core_000633,1,Na lang wachten kwam eindelijk toch antwoord.
core_000634,1,Wij zijn zojuist de grens tussen Nederland en België gepasseerd.
core_000635,1,Statistici menen dat een kleine afwijking niet uitzonderlijk is.
core_000636,1,Iedereen is tegen de beslissing van de rechter.
core_000637,1,De tijdsduur van de huurovereenkomst is telkens één jaar.
core_000638,1,Ik ontdekte dat ik nog tien euro in mijn portemonnee had.
